mapping_source_table,source_code,vocabulary_id,target_concept_id,ontology_concept_name
gcpt_meas_lab_loinc_mod,51739,LOINC/2028-9,3015632,"Carbon dioxide, total [Moles/volume] in Serum or Plasma"
gcpt_meas_lab_loinc_mod,51741,LOINC/22580-5,3024995,Toxoplasma gondii IgG Ab [Presence] in Serum
gcpt_meas_lab_loinc_mod,51742,LOINC/5388-4,3006957,Toxoplasma gondii IgG Ab [Units/volume] in Serum or Plasma by Immunoassay
gcpt_meas_lab_loinc_mod,51743,LOINC/40678-5,3038943,Toxoplasma gondii IgM Ab [Presence] in Serum or Plasma by Immunoassay
gcpt_meas_lab_loinc_mod,51744,LOINC/5390-0,3017382,Toxoplasma gondii IgM Ab [Units/volume] in Serum by Immunoassay
gcpt_meas_lab_loinc_mod,51746,LOINC/2502-3,3000185,Iron saturation [Mass Fraction] in Serum or Plasma
gcpt_meas_lab_loinc_mod,51747,LOINC/22587-0,3019832,Treponema pallidum Ab [Presence] in Serum
gcpt_meas_lab_loinc_mod,51748,LOINC/22587-0,3019832,Treponema pallidum Ab [Presence] in Serum
gcpt_meas_lab_loinc_mod,51751,LOINC/1971-1,3007359,Bilirubin.indirect [Mass/volume] in Serum or Plasma
gcpt_meas_lab_loinc_mod,51753,LOINC/19162-7,3022386,Varicella zoster virus IgG Ab [Presence] in Serum
gcpt_meas_lab_loinc_mod,51754,LOINC/8047-3,3022575,Varicella zoster virus IgG Ab [Units/volume] in Serum
gcpt_meas_lab_loinc_mod,51755,LOINC/6690-2,3000905,Leukocytes [#/volume] in Blood by Automated count
gcpt_meas_lab_loinc_mod,51756,LOINC/6690-2,3000905,Leukocytes [#/volume] in Blood by Automated count
gcpt_meas_lab_loinc_mod,51761,LOINC/5763-8,3017394,Zinc [Mass/volume] in Serum or Plasma
gcpt_meas_lab_loinc_mod,51769,LOINC/5334-8,3011564,Rubella virus IgG Ab [Units/volume] in Serum or Plasma by Immunoassay
gcpt_meas_lab_loinc_mod,51770,LOINC/77147-7,46236952,"Glomerular filtration rate/1.73 sq M.predicted [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD)"
gcpt_meas_lab_loinc_mod,51773,LOINC/36913-2,3035795,FMR1 gene targeted mutation analysis in Blood or Tissue by Molecular genetics method
gcpt_meas_lab_loinc_mod,51774,LOINC/48159-8,3052023,Hepatitis C virus Ab Signal/Cutoff in Serum or Plasma by Immunoassay
gcpt_meas_lab_loinc_mod,51775,LOINC/1746-7,3024474,Albumin [Mass/volume] in Cerebral spinal fluid
gcpt_meas_lab_loinc_mod,51776,LOINC/1746-7,3024474,Albumin [Mass/volume] in Cerebral spinal fluid
gcpt_meas_lab_loinc_mod,51777,LOINC/1746-7,3024474,Albumin [Mass/volume] in Cerebral spinal fluid
gcpt_meas_lab_loinc_mod,51788,LOINC/31788-3,3001363,Cryptococcus sp Ag [Presence] in Cerebral spinal fluid
gcpt_meas_lab_loinc_mod,51790,LOINC/2342-4,3022548,Glucose [Mass/volume] in Cerebral spinal fluid
gcpt_meas_lab_loinc_mod,51791,LOINC/29541-0,3026532,HIV 1 RNA [Log #/volume] (viral load) in Serum or Plasma by NAA with probe detection
gcpt_meas_lab_loinc_mod,51802,LOINC/2880-3,3019473,Protein [Mass/volume] in Cerebral spinal fluid
gcpt_meas_lab_loinc_mod,51811,LOINC/22735-5,3014637,Bicarbonate [Moles/volume] in Specimen
gcpt_meas_lab_loinc_mod,51819,LOINC/13169-8,3000265,Immunoelectrophoresis for Serum or Plasma
gcpt_meas_lab_loinc_mod,51833,LOINC/1832-5,3010296,Alpha-1-Fetoprotein [Mass/volume] in Amniotic fluid
gcpt_meas_lab_loinc_mod,51835,LOINC/1747-5,3025313,Albumin [Mass/volume] in Body fluid
gcpt_meas_lab_loinc_mod,51836,LOINC/1747-5,3025313,Albumin [Mass/volume] in Body fluid
gcpt_meas_lab_loinc_mod,51837,LOINC/17812-9,3019891,Alpha 1 globulin/Protein.total in Body fluid by Electrophoresis
gcpt_meas_lab_loinc_mod,51838,LOINC/17814-5,3005504,Alpha 2 globulin/Protein.total in Body fluid by Electrophoresis
gcpt_meas_lab_loinc_mod,51841,LOINC/2335-8,3016251,Hemoglobin.gastrointestinal [Presence] in Stool
gcpt_meas_lab_loinc_mod,51842,LOINC/3093-2,3019930,Urea nitrogen [Mass/volume] in Body fluid
gcpt_meas_lab_loinc_mod,51843,LOINC/61367-9,40764128,Clostridioides difficile DNA [Presence] in Specimen by NAA with probe detection
gcpt_meas_lab_loinc_mod,51846,LOINC/43304-5,3043310,Chlamydia trachomatis rRNA [Presence] in Specimen by NAA with probe detection
gcpt_meas_lab_loinc_mod,51858,LOINC/25836-8,3038207,HIV 1 RNA [#/volume] (viral load) in Specimen by NAA with probe detection
gcpt_meas_lab_loinc_mod,51859,LOINC/38917-1,3042194,Human metapneumovirus RNA [Presence] in Specimen by NAA with probe detection
gcpt_meas_lab_loinc_mod,51861,LOINC/13169-8,3000265,Immunoelectrophoresis for Serum or Plasma
gcpt_meas_lab_loinc_mod,51864,LOINC/34487-9,3044938,Influenza virus A RNA [Presence] in Specimen by NAA with probe detection
gcpt_meas_lab_loinc_mod,51865,LOINC/34487-9,3044938,Influenza virus A RNA [Presence] in Specimen by NAA with probe detection
gcpt_meas_lab_loinc_mod,51869,LOINC/31859-2,3002523,Influenza virus A Ag [Presence] in Specimen
gcpt_meas_lab_loinc_mod,51870,LOINC/31859-2,3002523,Influenza virus A Ag [Presence] in Specimen
gcpt_meas_lab_loinc_mod,51872,LOINC/40982-1,3038288,Influenza virus B RNA [Presence] in Specimen by NAA with probe detection
gcpt_meas_lab_loinc_mod,51873,LOINC/40982-1,3038288,Influenza virus B RNA [Presence] in Specimen by NAA with probe detection
gcpt_meas_lab_loinc_mod,51875,LOINC/80383-3,21492989,Influenza virus B Ag [Presence] in Upper respiratory specimen by Rapid immunoassay
gcpt_meas_lab_loinc_mod,51877,LOINC/35492-8,3033966,Methicillin resistant Staphylococcus aureus (MRSA) DNA [Presence] in Specimen by NAA with probe detection
gcpt_meas_lab_loinc_mod,51879,LOINC/43305-2,3045028,Neisseria gonorrhoeae rRNA [Presence] in Specimen by NAA with probe detection
gcpt_meas_lab_loinc_mod,51882,LOINC/673-4,3012744,Ova and parasites identified in Specimen by Light microscopy
gcpt_meas_lab_loinc_mod,51886,LOINC/41010-0,3038297,Parainfluenza virus 4 RNA [Presence] in Specimen by NAA with probe detection
gcpt_meas_lab_loinc_mod,51887,LOINC/88698-6,36305551,Protein electrophoresis panel - Body fluid
gcpt_meas_lab_loinc_mod,51888,LOINC/17818-6,3023700,Gamma globulin/Protein.total in Body fluid by Electrophoresis
gcpt_meas_lab_loinc_mod,51890,LOINC/94558-4,723477,SARS-CoV-2 (COVID-19) Ag [Presence] in Respiratory system specimen by Rapid immunoassay
gcpt_meas_lab_loinc_mod,51894,LOINC/78012-2,21491660,Streptococcus pyogenes Ag [Presence] in Throat by Rapid immunoassay
gcpt_meas_lab_loinc_mod,51895,LOINC/78012-2,21491660,Streptococcus pyogenes Ag [Presence] in Throat by Rapid immunoassay
gcpt_meas_lab_loinc_mod,51899,LOINC/32766-8,3047204,Trichomonas vaginalis [Presence] in Specimen by Wet preparation
gcpt_meas_lab_loinc_mod,51900,LOINC/53612-8,3050920,Urate [Mass/volume] in Body fluid
gcpt_meas_lab_loinc_mod,51911,LOINC/17812-9,3019891,Alpha 1 globulin/Protein.total in Body fluid by Electrophoresis
gcpt_meas_lab_loinc_mod,51912,LOINC/17814-5,3005504,Alpha 2 globulin/Protein.total in Body fluid by Electrophoresis
gcpt_meas_lab_loinc_mod,51917,LOINC/13169-8,3000265,Immunoelectrophoresis for Serum or Plasma
gcpt_meas_lab_loinc_mod,51920,LOINC/17818-6,3023700,Gamma globulin/Protein.total in Body fluid by Electrophoresis
gcpt_meas_lab_loinc_mod,51928,LOINC/9407-8,3014717,Alpha 1 antitrypsin [Mass/volume] in Stool
gcpt_meas_lab_loinc_mod,51929,LOINC/17814-5,3005504,Alpha 2 globulin/Protein.total in Body fluid by Electrophoresis
gcpt_meas_lab_loinc_mod,51933,LOINC/54067-4,3051552,Clostridioides difficile toxin genes [Presence] in Stool by NAA with probe detection
gcpt_meas_lab_loinc_mod,51936,LOINC/34712-0,3032057,Clostridioides difficile [Presence] in Stool
gcpt_meas_lab_loinc_mod,51940,LOINC/17818-6,3023700,Gamma globulin/Protein.total in Body fluid by Electrophoresis
gcpt_meas_lab_loinc_mod,51943,LOINC/13169-8,3000265,Immunoelectrophoresis for Serum or Plasma
gcpt_meas_lab_loinc_mod,51944,LOINC/32324-6,3007869,Lactate dehydrogenase [Enzymatic activity/volume] in Specimen
gcpt_meas_lab_loinc_mod,51945,LOINC/54905-5,40758035,Norovirus genogroup I RNA [Presence] in Stool by NAA with probe detection
gcpt_meas_lab_loinc_mod,51947,LOINC/10701-1,3020389,Ova and parasites identified in Stool by Concentration
gcpt_meas_lab_loinc_mod,51948,LOINC/10753-2,3024796,Fat.microscopic observation [Identifier] in Stool by Sudan IV stain
gcpt_meas_lab_loinc_mod,51951,LOINC/3093-2,3019930,Urea nitrogen [Mass/volume] in Body fluid
gcpt_meas_lab_loinc_mod,51959,LOINC/1695-6,3005148,5-Hydroxyindoleacetate [Mass/time] in 24 hour Urine
gcpt_meas_lab_loinc_mod,51961,LOINC/13990-7,3026665,Alpha 1 globulin/Protein.total in Urine by Electrophoresis
gcpt_meas_lab_loinc_mod,51965,LOINC/13994-9,3009565,Beta globulin/Protein.total in Urine by Electrophoresis
gcpt_meas_lab_loinc_mod,51967,LOINC/53963-5,3051227,Blood [Presence] in Urine by Visual
gcpt_meas_lab_loinc_mod,51969,LOINC/2057-8,3033473,Catecholamines [Mass/volume] in Urine
gcpt_meas_lab_loinc_mod,51974,LOINC/5632-5,3028506,Copper [Mass/volume] in Urine
gcpt_meas_lab_loinc_mod,51977,LOINC/2161-8,3017250,Creatinine [Mass/volume] in Urine
gcpt_meas_lab_loinc_mod,51980,LOINC/11235-9,3004176,fentaNYL [Presence] in Urine
gcpt_meas_lab_loinc_mod,51981,LOINC/2350-7,3020399,Glucose [Mass/volume] in Urine
gcpt_meas_lab_loinc_mod,51982,LOINC/29585-7,3008366,Immunoelectrophoresis panel - Urine
gcpt_meas_lab_loinc_mod,51987,LOINC/32710-6,3042812,Nitrite [Presence] in Urine
gcpt_meas_lab_loinc_mod,51989,LOINC/10998-3,3000068,oxyCODONE [Presence] in Urine
gcpt_meas_lab_loinc_mod,51991,LOINC/19141-1,3011802,Propoxyphene [Presence] in Urine
gcpt_meas_lab_loinc_mod,51992,LOINC/20454-5,3014051,Protein [Presence] in Urine by Test strip
gcpt_meas_lab_loinc_mod,51994,LOINC/2965-2,3033543,Specific gravity of Urine
gcpt_meas_lab_loinc_mod,52000,LOINC/2161-8,3017250,Creatinine [Mass/volume] in Urine
gcpt_meas_lab_loinc_mod,52022,LOINC/1751-7,3024561,Albumin [Mass/volume] in Serum or Plasma
gcpt_meas_lab_loinc_mod,52024,LOINC/38483-4,3051825,Creatinine [Mass/volume] in Blood
gcpt_meas_lab_loinc_mod,52026,LOINC/77147-7,46236952,"Glomerular filtration rate/1.73 sq M.predicted [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD)"
gcpt_meas_lab_loinc_mod,52027,LOINC/2339-0,3000483,Glucose [Mass/volume] in Blood
gcpt_meas_lab_loinc_mod,52031,LOINC/2692-2,3008295,Osmolality of Serum or Plasma
gcpt_meas_lab_loinc_mod,52032,LOINC/19214-6,3015968,Oxygen [Partial pressure] saturation adjusted to 0.5 in Arterial blood
gcpt_meas_lab_loinc_mod,52033,LOINC/66746-9,40769406,Specimen type
gcpt_meas_lab_loinc_mod,52034,LOINC/49765-1,3032503,Calcium [Mass/volume] in Blood
gcpt_meas_lab_loinc_mod,52035,LOINC/49765-1,3032503,Calcium [Mass/volume] in Blood
gcpt_meas_lab_loinc_mod,52038,LOINC/1925-7,3003396,Base excess in Arterial blood by calculation
gcpt_meas_lab_loinc_mod,52039,LOINC/1960-4,3008152,Bicarbonate [Moles/volume] in Arterial blood
gcpt_meas_lab_loinc_mod,52040,LOINC/2019-8,3027946,Carbon dioxide [Partial pressure] in Arterial blood
gcpt_meas_lab_loinc_mod,52041,LOINC/2744-1,3019977,pH of Arterial blood
gcpt_meas_lab_loinc_mod,52042,LOINC/2703-7,3027801,Oxygen [Partial pressure] in Arterial blood
gcpt_meas_lab_loinc_mod,52044,LOINC/2695-5,3026782,Osmolality of Urine
gcpt_meas_lab_loinc_mod,52045,LOINC/2756-5,3015736,pH of Urine
gcpt_meas_lab_loinc_mod,52046,LOINC/2828-2,3016038,Potassium [Moles/volume] in Urine
gcpt_meas_lab_loinc_mod,52047,LOINC/2955-3,3003181,Sodium [Moles/volume] in Urine
gcpt_meas_lab_loinc_mod,52058,LOINC/26476-2,3003467,Lymphocytes [#/volume] in Body fluid
gcpt_meas_lab_loinc_mod,52069,LOINC/704-7,3013429,Basophils [#/volume] in Blood by Automated count
gcpt_meas_lab_loinc_mod,52070,LOINC/8116-6,3010503,CD19 cells [#/volume] in Blood
gcpt_meas_lab_loinc_mod,52073,LOINC/711-2,3028615,Eosinophils [#/volume] in Blood by Automated count
gcpt_meas_lab_loinc_mod,52074,LOINC/742-7,3033575,Monocytes [#/volume] in Blood by Automated count
gcpt_meas_lab_loinc_mod,52075,LOINC/751-8,3013650,Neutrophils [#/volume] in Blood by Automated count
gcpt_meas_lab_loinc_mod,52077,LOINC/3084-1,3037556,Urate [Mass/volume] in Serum or Plasma
gcpt_meas_lab_loinc_mod,52078,LOINC/27811-9,3000515,Antithrombin actual/normal in Platelet poor plasma by Chromogenic method
gcpt_meas_lab_loinc_mod,52085,LOINC/11067-6,3011625,Bleeding time
gcpt_meas_lab_loinc_mod,52086,LOINC/11067-6,3011625,Bleeding time
gcpt_meas_lab_loinc_mod,52097,LOINC/34550-4,3044917,Immunoglobulin panel [Mass/volume] - Serum
gcpt_meas_lab_loinc_mod,52098,LOINC/3244-1,3023055,Clot Lysis [Time] in Platelet poor plasma by Coagulation assay
gcpt_meas_lab_loinc_mod,52101,LOINC/38483-4,3051825,Creatinine [Mass/volume] in Blood
gcpt_meas_lab_loinc_mod,52103,LOINC/34550-4,3044917,Immunoglobulin panel [Mass/volume] - Serum
gcpt_meas_lab_loinc_mod,52104,LOINC/5117-7,3021322,Cryoglobulin [Presence] in Serum
gcpt_meas_lab_loinc_mod,52107,LOINC/50410-0,3032493,dRVVT/dRVVT W excess phospholipid (screen to confirm ratio)
gcpt_meas_lab_loinc_mod,52109,LOINC/6303-2,3019174,dRVVT (LA screen)
gcpt_meas_lab_loinc_mod,52112,LOINC/3244-1,3023055,Clot Lysis [Time] in Platelet poor plasma by Coagulation assay
gcpt_meas_lab_loinc_mod,52115,LOINC/3255-7,3016407,Fibrinogen [Mass/volume] in Platelet poor plasma by Coagulation assay
gcpt_meas_lab_loinc_mod,52116,LOINC/3255-7,3016407,Fibrinogen [Mass/volume] in Platelet poor plasma by Coagulation assay
gcpt_meas_lab_loinc_mod,52122,LOINC/30226-5,3000401,Fibrin+Fibrinogen fragments [Mass/volume] in Platelet poor plasma
gcpt_meas_lab_loinc_mod,52124,LOINC/32546-4,3003994,Glucose-6-Phosphate dehydrogenase [Enzymatic activity/mass] in Red Blood Cells
gcpt_meas_lab_loinc_mod,52127,LOINC/10374-7,3023873,Helmet cells [Presence] in Blood by Light microscopy
gcpt_meas_lab_loinc_mod,52134,LOINC/34550-4,3044917,Immunoglobulin panel [Mass/volume] - Serum
gcpt_meas_lab_loinc_mod,52135,LOINC/38518-7,3050479,Immature granulocytes/100 leukocytes in Blood
gcpt_meas_lab_loinc_mod,52140,LOINC/34571-0,3044009,aPTT.lupus sensitive (LA screen)
gcpt_meas_lab_loinc_mod,52141,LOINC/32700-7,3045707,Microscopic observation [Identifier] in Blood by Malaria smear
gcpt_meas_lab_loinc_mod,52144,LOINC/2613-8,3004831,Methemoglobin [Presence] in Blood
gcpt_meas_lab_loinc_mod,52145,LOINC/31418-7,3033533,Heterophile Ab [Presence] in Serum
gcpt_meas_lab_loinc_mod,52154,LOINC/49010-2,3048603,Platelet aggregation ADP induced [Units/volume] in Platelet rich plasma
gcpt_meas_lab_loinc_mod,52157,LOINC/721-1,3022493,Free Hemoglobin [Mass/volume] in Plasma
gcpt_meas_lab_loinc_mod,52159,LOINC/21027-8,3020174,Platelet aggregation [Interpretation] in Platelet poor plasma
gcpt_meas_lab_loinc_mod,52162,LOINC/5892-5,3002346,Protein S [Units/volume] in Platelet poor plasma by Coagulation assay
gcpt_meas_lab_loinc_mod,52164,LOINC/5902-2,3034426,Prothrombin time (PT)
gcpt_meas_lab_loinc_mod,52166,LOINC/34571-0,3044009,aPTT.lupus sensitive (LA screen)
gcpt_meas_lab_loinc_mod,52170,LOINC/789-8,3020416,Erythrocytes [#/volume] in Blood by Automated count
gcpt_meas_lab_loinc_mod,52171,LOINC/6742-1,3012764,Erythrocyte morphology finding [Identifier] in Blood
gcpt_meas_lab_loinc_mod,52173,LOINC/72695-0,43055529,Erythrocyte enzyme panel - Red Blood Cells
gcpt_meas_lab_loinc_mod,52175,LOINC/6014-5,3037533,von Willebrand factor (vWf) ristocetin cofactor actual/normal in Platelet poor plasma by Platelet aggregation
gcpt_meas_lab_loinc_mod,52187,LOINC/3243-3,3036489,Thrombin time
gcpt_meas_lab_loinc_mod,52196,LOINC/57782-5,40760892,CBC W Ordered Manual Differential panel - Blood
gcpt_meas_lab_loinc_mod,52197,LOINC/57782-5,40760892,CBC W Ordered Manual Differential panel - Blood
gcpt_meas_lab_loinc_mod,52198,LOINC/789-8,3020416,Erythrocytes [#/volume] in Blood by Automated count
gcpt_meas_lab_loinc_mod,52199,LOINC/800-3,3019880,Schistocytes [Presence] in Blood by Light microscopy
gcpt_meas_lab_loinc_mod,52201,LOINC/777-3,3024929,Platelets [#/volume] in Blood by Automated count
gcpt_meas_lab_loinc_mod,52204,LOINC/788-0,3019897,Erythrocyte distribution width [Ratio] by Automated count
gcpt_meas_lab_loinc_mod,52205,LOINC/14196-0,3023520,Reticulocytes [#/volume] in Blood
gcpt_meas_lab_loinc_mod,52206,LOINC/4679-7,3027945,Reticulocytes/100 erythrocytes in Blood
gcpt_meas_lab_loinc_mod,52207,LOINC/718-7,3000963,Hemoglobin [Mass/volume] in Blood
gcpt_meas_lab_loinc_mod,52208,LOINC/704-7,3013429,Basophils [#/volume] in Blood by Automated count
gcpt_meas_lab_loinc_mod,52209,LOINC/711-2,3028615,Eosinophils [#/volume] in Blood by Automated count
gcpt_meas_lab_loinc_mod,52211,LOINC/731-0,3004327,Lymphocytes [#/volume] in Blood by Automated count
gcpt_meas_lab_loinc_mod,52212,LOINC/5905-5,3011948,Monocytes/100 leukocytes in Blood by Automated count
gcpt_meas_lab_loinc_mod,52213,LOINC/771-6,3007238,Nucleated erythrocytes [#/volume] in Blood by Automated count
gcpt_meas_lab_loinc_mod,52216,LOINC/30376-8,3005105,Blasts [#/volume] in Blood
gcpt_meas_lab_loinc_mod,52219,LOINC/6690-2,3000905,Leukocytes [#/volume] in Blood by Automated count
gcpt_meas_lab_loinc_mod,52255,LOINC/34958-9,3031163,Eosinophils [#/volume] in Cerebral spinal fluid
gcpt_meas_lab_loinc_mod,52262,LOINC/55230-7,40758359,Immunophenotyping study
gcpt_meas_lab_loinc_mod,52264,LOINC/26479-6,3020951,Lymphocytes/100 leukocytes in Cerebral spinal fluid
gcpt_meas_lab_loinc_mod,52272,LOINC/26486-1,3037577,Monocytes/100 leukocytes in Cerebral spinal fluid
gcpt_meas_lab_loinc_mod,52285,LOINC/26454-9,3027475,Erythrocytes [#/volume] in Cerebral spinal fluid
gcpt_meas_lab_loinc_mod,52312,LOINC/53557-5,3039497,Nucleated cells [#/volume] in Synovial fluid by Manual count
gcpt_meas_lab_loinc_mod,52336,LOINC/35045-4,3031796,Variant lymphocytes [#/volume] in Body fluid
gcpt_meas_lab_loinc_mod,52338,LOINC/35071-0,3030548,Basophils [#/volume] in Body fluid
gcpt_meas_lab_loinc_mod,52350,LOINC/35063-7,3032084,Eosinophils [#/volume] in Body fluid
gcpt_meas_lab_loinc_mod,52356,LOINC/30452-7,3019355,Segmented neutrophils [#/volume] in Body fluid
gcpt_meas_lab_loinc_mod,52359,LOINC/26476-2,3003467,Lymphocytes [#/volume] in Body fluid
gcpt_meas_lab_loinc_mod,52361,LOINC/35076-9,3031141,Monocytes [#/volume] in Body fluid
gcpt_meas_lab_loinc_mod,52369,LOINC/55793-4,40758914,Nucleated cells [#/volume] in Body fluid
gcpt_meas_lab_loinc_mod,52404,LOINC/2270-7,3022481,Fat [Presence] in Stool
gcpt_meas_lab_loinc_mod,52407,LOINC/13655-6,3014441,Leukocytes [Presence] in Stool by Light microscopy
gcpt_meas_lab_loinc_mod,52408,LOINC/630-4,3026008,Bacteria identified in Urine by Culture
gcpt_meas_lab_loinc_mod,52411,LOINC/5794-3,3011397,Hemoglobin [Presence] in Urine by Test strip
gcpt_meas_lab_loinc_mod,52413,LOINC/5821-4,3035583,Leukocytes [#/area] in Urine sediment by Microscopy high power field
gcpt_meas_lab_loinc_mod,52414,LOINC/5821-4,3035583,Leukocytes [#/area] in Urine sediment by Microscopy high power field
gcpt_meas_lab_loinc_mod,52416,LOINC/2640-1,3011470,Myoglobin [Presence] in Urine
gcpt_meas_lab_loinc_mod,52434,LOINC/41650-3,3031248,Chloride [Moles/volume] in Arterial blood
gcpt_meas_lab_loinc_mod,52442,LOINC/2518-9,3018405,Lactate [Moles/volume] in Arterial blood
gcpt_meas_lab_loinc_mod,52452,LOINC/32713-0,3043409,Potassium [Moles/volume] in Arterial blood
gcpt_meas_lab_loinc_mod,52455,LOINC/32717-1,3043706,Sodium [Moles/volume] in Arterial blood
gcpt_meas_lab_loinc_mod,52500,LOINC/33037-3,3045716,Anion gap in Serum or Plasma
gcpt_meas_lab_loinc_mod,52535,LOINC/2075-0,3014576,Chloride [Moles/volume] in Serum or Plasma
gcpt_meas_lab_loinc_mod,52546,LOINC/2160-0,3016723,Creatinine [Mass/volume] in Serum or Plasma
gcpt_meas_lab_loinc_mod,52548,LOINC/5117-7,3021322,Cryoglobulin [Presence] in Serum
gcpt_meas_lab_loinc_mod,52551,LOINC/48066-5,3048530,Fibrin D-dimer DDU [Mass/volume] in Platelet poor plasma
gcpt_meas_lab_loinc_mod,52562,LOINC/2284-8,3036987,Folate [Mass/volume] in Serum or Plasma
gcpt_meas_lab_loinc_mod,52569,LOINC/2345-7,3004501,Glucose [Mass/volume] in Serum or Plasma
gcpt_meas_lab_loinc_mod,52610,LOINC/2823-3,3023103,Potassium [Moles/volume] in Serum or Plasma
gcpt_meas_lab_loinc_mod,52623,LOINC/2951-2,3019550,Sodium [Moles/volume] in Serum or Plasma
gcpt_meas_lab_loinc_mod,52642,LOINC/10839-9,3021337,Troponin I.cardiac [Mass/volume] in Serum or Plasma
gcpt_meas_lab_loinc_mod,52647,LOINC/3094-0,3013682,Urea nitrogen [Mass/volume] in Serum or Plasma
gcpt_meas_lab_loinc_mod,52720,LOINC/2106-3,3018954,Choriogonadotropin (pregnancy test) [Presence] in Urine
gcpt_meas_lab_loinc_mod,52730,LOINC/2756-5,3015736,pH of Urine
gcpt_meas_lab_loinc_mod,52769,LOINC/731-0,3004327,Lymphocytes [#/volume] in Blood by Automated count
gcpt_meas_lab_loinc_mod,52786,LOINC/11067-6,3011625,Bleeding time
gcpt_meas_lab_loinc_mod,52838,LOINC/3289-6,3005353,Prothrombin activity actual/normal in Platelet poor plasma by Coagulation assay
gcpt_meas_lab_loinc_mod,52840,LOINC/3188-0,3026498,Coagulation factor IX activity [Units/volume] in Platelet poor plasma by Chromogenic method
gcpt_meas_lab_loinc_mod,52842,LOINC/3193-0,3005757,Coagulation factor V activity actual/normal in Platelet poor plasma by Coagulation assay
gcpt_meas_lab_loinc_mod,52844,LOINC/3198-9,3011547,Coagulation factor VII activity actual/normal in Platelet poor plasma by Coagulation assay
gcpt_meas_lab_loinc_mod,52846,LOINC/3209-4,3019250,Coagulation factor VIII activity actual/normal in Platelet poor plasma by Coagulation assay
gcpt_meas_lab_loinc_mod,52849,LOINC/3218-5,3004409,Coagulation factor X activity actual/normal in Platelet poor plasma by Coagulation assay
gcpt_meas_lab_loinc_mod,52851,LOINC/3226-8,3001850,Coagulation factor XI activity actual/normal in Platelet poor plasma by Coagulation assay
gcpt_meas_lab_loinc_mod,52853,LOINC/3232-6,3002348,Coagulation factor XII activity actual/normal in Platelet poor plasma by Coagulation assay
gcpt_meas_lab_loinc_mod,52858,LOINC/30226-5,3000401,Fibrin+Fibrinogen fragments [Mass/volume] in Platelet poor plasma
gcpt_meas_lab_loinc_mod,52889,LOINC/3281-3,3027184,Lupus anticoagulant [Interpretation] in Platelet poor plasma
gcpt_meas_lab_loinc_mod,52921,LOINC/5902-2,3034426,Prothrombin time (PT)
gcpt_meas_lab_loinc_mod,52923,LOINC/3173-2,3013466,aPTT in Blood by Coagulation assay
gcpt_meas_lab_loinc_mod,52929,LOINC/6683-7,3005308,Reptilase time
gcpt_meas_lab_loinc_mod,52934,LOINC/40665-2,3041154,Reticulocytes [#/volume] in Blood by Manual count
gcpt_meas_lab_loinc_mod,52948,LOINC/3243-3,3036489,Thrombin time
gcpt_meas_lab_loinc_mod,53116,LOINC/1749-1,3026692,Albumin [Mass/volume] in Peritoneal fluid
gcpt_meas_lab_loinc_mod,53117,LOINC/17812-9,3019891,Alpha 1 globulin/Protein.total in Body fluid by Electrophoresis
gcpt_meas_lab_loinc_mod,53118,LOINC/17814-5,3005504,Alpha 2 globulin/Protein.total in Body fluid by Electrophoresis
gcpt_meas_lab_loinc_mod,53123,LOINC/13169-8,3000265,Immunoelectrophoresis for Serum or Plasma
gcpt_meas_lab_loinc_mod,53125,LOINC/17818-6,3023700,Gamma globulin/Protein.total in Body fluid by Electrophoresis
gcpt_meas_lab_loinc_mod,53128,LOINC/1656-8,3008895,11-Deoxycorticosterone [Mass/volume] in Serum or Plasma
gcpt_meas_lab_loinc_mod,53129,LOINC/3053-6,3010340,Triiodothyronine (T3) [Mass/volume] in Serum or Plasma
gcpt_meas_lab_loinc_mod,53130,LOINC/3026-2,3016991,Thyroxine (T4) [Mass/volume] in Serum or Plasma
gcpt_meas_lab_loinc_mod,53131,LOINC/1690-7,3013614,5'-Nucleotidase [Enzymatic activity/volume] in Serum or Plasma
gcpt_meas_lab_loinc_mod,53132,LOINC/731-0,3004327,Lymphocytes [#/volume] in Blood by Automated count
gcpt_meas_lab_loinc_mod,53133,LOINC/751-8,3013650,Neutrophils [#/volume] in Blood by Automated count
gcpt_meas_lab_loinc_mod,53138,LOINC/2862-1,3028286,Albumin [Mass/volume] in Serum or Plasma by Electrophoresis
gcpt_meas_lab_loinc_mod,53139,LOINC/1763-2,3011337,Aldosterone [Mass/volume] in Serum or Plasma
gcpt_meas_lab_loinc_mod,53140,LOINC/1763-2,3011337,Aldosterone [Mass/volume] in Serum or Plasma
gcpt_meas_lab_loinc_mod,53141,LOINC/2865-4,3015322,Alpha 1 globulin [Mass/volume] in Serum or Plasma by Electrophoresis
gcpt_meas_lab_loinc_mod,53142,LOINC/1825-9,3026285,Alpha 1 antitrypsin [Mass/volume] in Serum or Plasma
gcpt_meas_lab_loinc_mod,53143,LOINC/2868-8,3005229,Alpha 2 globulin [Mass/volume] in Serum or Plasma by Electrophoresis
gcpt_meas_lab_loinc_mod,53146,LOINC/13951-9,3035456,Hepatitis A virus Ab [Presence] in Serum by Immunoassay
